DDI-MedLine.d78.s0;;
disadvantages;O;O
of;O;O
POCs;B-group;B-DDI-MedLine.d80.s4.e0
and;O;O
the;O;O
magnitude;O;O
and;O;O
prevalence;O;O
of;O;O
their;O;O
use;O;O
.;O;O
DDI-MedLine.d80.s5;;
Future;O;O
trends;O;O
are;O;O
also;O;O
predicted;O;O
.;O;O
DDI-MedLine.d80.s6;;
Chapter;O;O
2;O;O
considers;O;O
the;O;O
mode;O;O
of;O;O
action;O;O
,;O;O
including;O;O
ovulation;O;O
prevention;O;O
,;O;O
DDI-MedLine.d80.s7;;
suppression;O;O
of;O;O
midcycle;O;O
gonadotropin;O;O
peaks;O;O
,;O;O
DDI-MedLine.d80.s8;;
changes;O;O
in;O;O
cervical;O;O
mucus;O;O
,;O;O
the;O;O
endometrium;O;O
,;O;O
and;O;O
the;O;O
fallopian;O;O
tubes;O;O
,;O;O
DDI-MedLine.d80.s9;;
and;O;O
clinical;O;O
implications;O;O
.;O;O
DDI-MedLine.d80.s10;;
Chapter;O;O
3;O;O
covers;O;O
pharmacology;O;O
(;O;O
pharmacokinetics;O;O
,;O;O
pharmacodynamics;O;O
and;O;O
potency;O;O
,;O;O
and;O;O
clinical;O;O
implications;O;O
);O;O
.;O;O
DDI-MedLine.d80.s11;;
The;O;O
next;O;O
chapter;O;O
presents;O;O
information;O;O
on;O;O
efficacy;O;O
and;O;O
pregnancy;O;O
outcomes;O;O
in;O;O
terms;O;O
of;O;O
pregnancy;O;O
rates;O;O
,;O;O
compliance;O;O
and;O;O
efficacy;O;O
,;O;O
ectopic;O;O
pregnancies;O;O
,;O;O
the;O;O
outcome;O;O
of;O;O
pregnancies;O;O
conceived;O;O
while;O;O
using;O;O
POCs;B-group;B-DDI-MedLine.d80.s11.e0
,;O;O
and;O;O
fertility;O;O
following;O;O
discontinuation;O;O
.;O;O
DDI-MedLine.d80.s12;;
Chapter;O;O
5;O;O
focuses;O;O
on;O;O
metabolic;O;O
effects;O;O
,;O;O
specifically;O;O
lipid;O;O
metabolism;O;O
,;O;O
carbohydrate;O;O
metabolism;O;O
and;O;O
diabetes;O;O
,;O;O
coagulation;O;O
factors;O;O
,;O;O
and;O;O
blood;O;O
pressure;O;O
.;O;O
DDI-MedLine.d80.s13;;
Cardiovascular;O;O
disease;O;O
is;O;O
considered;O;O
in;O;O
the;O;O
next;O;O
chapter;O;O
,;O;O
and;O;O
chapter;O;O
7;O;O
presents;O;O
findings;O;O
on;O;O
endometrial;O;O
,;O;O
ovarian;O;O
,;O;O
cervical;O;O
,;O;O
breast;O;O
,;O;O
and;O;O
other;O;O
cancers;O;O
.;O;O
DDI-MedLine.d80.s14;;
A;O;O
host;O;O
of;O;O
other;O;O
medical;O;O
considerations;O;O
are;O;O
discussed;O;O
in;O;O
chapter;O;O
8;O;O
,;O;O
including;O;O
persistent;O;O
ovarian;O;O
follicles;O;O
,;O;O
DDI-MedLine.d80.s15;;
reproductive;O;O
tract;O;O
infections;O;O
,;O;O
DDI-MedLine.d80.s16;;
abnormal;O;O
vaginal;O;O
bleeding;O;O
,;O;O
DDI-MedLine.d80.s17;;
uterine;O;O
fibroids;O;O
,;O;O
DDI-MedLine.d80.s18;;
gestational;O;O
trophoblastic;O;O
disease;O;O
,;O;O
DDI-MedLine.d80.s19;;
benign;O;O
breast;O;O
disease;O;O
,;O;O
DDI-MedLine.d80.s20;;
diseases;O;O
of;O;O
the;O;O
liver;O;O
,;O;O
gallbladder;O;O
,;O;O
and;O;O
bowel;O;O
,;O;O
DDI-MedLine.d80.s21;;
endocrine;O;O
dysfunction;O;O
,;O;O
DDI-MedLine.d80.s22;;
epilepsy;O;O
,;O;O
DDI-MedLine.d80.s23;;
bone;O;O
density;O;O
,;O;O
DDI-MedLine.d80.s24;;
sickle;O;O
cell;O;O
disease;O;O
,;O;O
DDI-MedLine.d80.s25;;
ocular;O;O
effects;O;O
,;O;O
DDI-MedLine.d80.s26;;
surgery;O;O
,;O;O
DDI-MedLine.d80.s27;;
and;O;O
overdose;O;O
.;O;O
DDI-MedLine.d80.s28;;
The;O;O
last;O;O
4;O;O
chapters;O;O
cover;O;O
interactions;O;O
with;O;O
drugs;O;O
and;O;O
laboratory;O;O
tests;O;O
,;O;O
common;O;O
side;O;O
effects;O;O
,;O;O
breast;O;O
feeding;O;O
,;O;O
and;O;O
effective;O;O
use;O;O
of;O;O
POCs;B-group;B-DDI-MedLine.d80.s28.e0
.;O;O
DDI-MedLine.d80.s29;;
Information;O;O
on;O;O
precautions;O;O
and;O;O
contraindications;O;O
,;O;O
indications;O;O
,;O;O
use;O;O
instructions;O;O
,;O;O
and;O;O
instructions;O;O
for;O;O
appropriate;O;O
actions;O;O
after;O;O
missing;O;O
a;O;O
pill;O;O
is;O;O
appended;O;O
.;O;O
DDI-MedLine.d84.s0;;
Antimicrobial;O;O
activity;O;O
of;O;O
Ganoderma;B-drug_n;B-DDI-MedLine.d84.s0.e0
lucidum;I-drug_n;I-DDI-MedLine.d84.s0.e0
extract;I-drug_n;I-DDI-MedLine.d84.s0.e0
alone;O;O
and;O;O
in;O;O
combination;O;O
with;O;O
some;O;O
antibiotics;B-group;B-DDI-MedLine.d84.s0.e1
.;O;O
DDI-MedLine.d84.s1;;
Antimicrobial;O;O
activity;O;O
of;O;O
GL;B-drug_n;B-DDI-MedLine.d84.s1.e0
(;O;O
the;O;O
aqueous;O;O
extract;O;O
from;O;O
the;O;O
carpophores;O;O
of;O;O
Ganoderma;O;O
lucidum;O;O
(;O;O
FR)KARST;O;O
);O;O
was;O;O
tested;O;O
in;O;O
vitro;O;O
against;O;O
Gram;O;O
positive;O;O
and;O;O
Gram;O;O
negative;O;O
bacteria;O;O
by;O;O
serial;O;O
broth;O;O
dilution;O;O
method;O;O
,;O;O
and;O;O
the;O;O
antimicrobial;O;O
activity;O;O
was;O;O
expressed;O;O
by;O;O
minimal;O;O
inhibitory;O;O
concentration;O;O
(;O;O
MIC;O;O
);O;O
.;O;O
DDI-MedLine.d84.s2;;
Among;O;O
fifteen;O;O
species;O;O
of;O;O
bacteria;O;O
tested;O;O
,;O;O
the;O;O
antimicrobial;O;O
activity;O;O
of;O;O
GL;B-drug_n;B-DDI-MedLine.d84.s2.e0
was;O;O
the;O;O
most;O;O
potent;O;O
against;O;O
Micrococcus;O;O
luteus;O;O
(;O;O
MIC;O;O
,;O;O
0.75;O;O
mg;O;O
/;O;O
ml;O;O
);O;O
.;O;O
DDI-MedLine.d84.s3;;
To;O;O
investigate;O;O
the;O;O
effects;O;O
of;O;O
antimicrobial;O;O
combinations;O;O
of;O;O
GL;B-drug_n;B-DDI-MedLine.d84.s3.e0
with;O;O
four;O;O
kinds;O;O
of;O;O
antibiotics;B-group;B-DDI-MedLine.d84.s3.e1
(;O;O
ampicillin;B-drug;B-DDI-MedLine.d84.s3.e2
,;O;O
cefazolin;B-drug;B-DDI-MedLine.d84.s3.e3
,;O;O
oxytetracycline;B-drug;B-DDI-MedLine.d84.s3.e4
and;O;O
chloramphenicol;B-drug;B-DDI-MedLine.d84.s3.e5
);O;O
,;O;O
the;O;O
fractional;O;O
inhibitory;O;O
concentration;O;O
index;O;O
(;O;O
FICI;O;O
);O;O
was;O;O
determined;O;O
by;O;O
checkerboard;O;O
assay;O;O
for;O;O
each;O;O
strain;O;O
.;O;O
DDI-MedLine.d84.s4;;
The;O;O
antimicrobial;O;O
combinations;O;O
of;O;O
GL;B-drug_n;B-DDI-MedLine.d84.s4.e0
with;O;O
four;O;O
antibiotics;B-group;B-DDI-MedLine.d84.s4.e1
resulted;O;O
in;O;O
additive;O;O
effect;O;O
in;O;O
most;O;O
instances;O;O
,;O;O
synergism;O;O
in;O;O
two;O;O
instances;O;O
,;O;O
and;O;O
antagonism;O;O
in;O;O
two;O;O
instances;O;O
.;O;O
DDI-MedLine.d84.s5;;
Synergism;O;O
was;O;O
observed;O;O
when;O;O
GL;B-drug_n;B-DDI-MedLine.d84.s5.e0
was;O;O
combined;O;O
with;O;O
cefazolin;B-drug;B-DDI-MedLine.d84.s5.e1
against;O;O
Bacillus;O;O
subtilis;O;O
and;O;O
Klebsiella;O;O
oxytoca;O;O
.;O;O
DDI-MedLine.d13.s0;;
Death;O;O
in;O;O
amphetamine;B-drug;B-DDI-MedLine.d13.s0.e0
users;O;O
:;O;O
causes;O;O
and;O;O
rates;O;O
.;O;O
DDI-MedLine.d13.s1;;
The;O;O
world;O;O
medical;O;O
literature;O;O
contains;O;O
43;O;O
reports;O;O
of;O;O
deaths;O;O
associated;O;O
with;O;O
amphetamines;B-drug;B-DDI-MedLine.d13.s1.e0
in;O;O
a;O;O
35;O;O
-;O;O
year;O;O
period;O;O
.;O;O
DDI-MedLine.d13.s2;;
These;O;O
included;O;O
seven;O;O
cerebrovascular;O;O
accidents;O;O
,;O;O
six;O;O
sudden;O;O
cardiac;O;O
deaths;O;O
,;O;O
three;O;O
cases;O;O
of;O;O
hyperpyrexia;O;O
,;O;O
eight;O;O
poisonings;O;O
of;O;O
uncertain;O;O
mechanism;O;O
and;O;O
seven;O;O
cases;O;O
of;O;O
medical;O;O
complications;O;O
of;O;O
intravenous;O;O
injection;O;O
,;O;O
DDI-MedLine.d13.s3;;
the;O;O
remainder;O;O
were;O;O
of;O;O
uncertain;O;O
cause;O;O
.;O;O
DDI-MedLine.d13.s4;;
In;O;O
contrast;O;O
,;O;O
in;O;O
Ontario;O;O
alone;O;O
,;O;O
in;O;O
1972;O;O
and;O;O
1973;O;O
there;O;O
were;O;O
26;O;O
deaths;O;O
in;O;O
amphetamine;B-drug;B-DDI-MedLine.d13.s4.e0
users;O;O
,;O;O
of;O;O
which;O;O
16;O;O
were;O;O
due;O;O
to;O;O
accident;O;O
suicide;O;O
or;O;O
homicide;O;O
.;O;O
DDI-MedLine.d13.s5;;
Of;O;O
the;O;O
remaining;O;O
cases;O;O
,;O;O
two;O;O
were;O;O
cardiac;O;O
,;O;O
two;O;O
hepatic;O;O
and;O;O
the;O;O
rest;O;O
were;O;O
mixed;O;O
drug;O;O
overdose;O;O
.;O;O
DDI-MedLine.d13.s6;;
Pulmonary;O;O
granulomata;O;O
,;O;O
subacute;O;O
hepatitis;O;O
and;O;O
other;O;O
lesions;O;O
resulting;O;O
from;O;O
intravenous;O;O
drug;O;O
use;O;O
were;O;O
common;O;O
findings;O;O
at;O;O
autopsy;O;O
.;O;O
DDI-MedLine.d13.s7;;
On;O;O
the;O;O
basis;O;O
of;O;O
the;O;O
estimated;O;O
number;O;O
of;O;O
regular;O;O
users;O;O
of;O;O
intravenous;O;O
amphetamine;B-drug;B-DDI-MedLine.d13.s7.e0
in;O;O
Ontario;O;O
,;O;O
the;O;O
mortality;O;O
rate;O;O
in;O;O
such;O;O
users;O;O
is;O;O
at;O;O
least;O;O
four;O;O
times;O;O
as;O;O
high;O;O
as;O;O
in;O;O
the;O;O
general;O;O
population;O;O
of;O;O
the;O;O
same;O;O
age;O;O
,;O;O
and;O;O
is;O;O
comparable;O;O
to;O;O
that;O;O
in;O;O
alcoholics;O;O
and;O;O
heroin;B-drug_n;B-DDI-MedLine.d13.s7.e1
addicts;O;O
.;O;O
DDI-MedLine.d13.s8;;
However;O;O
,;O;O
the;O;O
absolute;O;O
number;O;O
of;O;O
alcohol;B-drug;B-DDI-MedLine.d13.s8.e0
-;O;O
related;O;O
deaths;O;O
is;O;O
far;O;O
greater;O;O
than;O;O
the;O;O
number;O;O
of;O;O
deaths;O;O
in;O;O
amphetamine;B-drug;B-DDI-MedLine.d13.s8.e1
or;O;O
heroin;B-drug_n;B-DDI-MedLine.d13.s8.e2
users;O;O
.;O;O
DDI-MedLine.d50.s0;;
Ascorbic;B-drug;B-DDI-MedLine.d50.s0.e0
acid;I-drug;I-DDI-MedLine.d50.s0.e0
and;O;O
the;O;O
common;O;O
cold;O;O
.;O;O
DDI-MedLine.d50.s1;;
Evaluation;O;O
of;O;O
its;O;O
efficacy;O;O
and;O;O
toxicity;O;O
.;O;O

;O;O
DDI-MedLine.d50.s2;;
We;O;O
reviewed;O;O
the;O;O
clinical;O;O
data;O;O
relating;O;O
to;O;O
the;O;O
efficacy;O;O
and;O;O
safety;O;O
of;O;O
pharmacologic;O;O
doses;O;O
of;O;O
ascorbic;B-drug;B-DDI-MedLine.d50.s2.e0
acid;I-drug;I-DDI-MedLine.d50.s2.e0
in;O;O
the;O;O
prevention;O;O
and;O;O
treatment;O;O
of;O;O
the;O;O
common;O;O
cold;O;O
.;O;O
DDI-MedLine.d50.s3;;
Although;O;O
one;O;O
study;O;O
tentatively;O;O
supports;O;O
the;O;O
hypothesis;O;O
that;O;O
such;O;O
doses;O;O
of;O;O
ascorbic;B-drug;B-DDI-MedLine.d50.s3.e0
acid;I-drug;I-DDI-MedLine.d50.s3.e0
may;O;O
be;O;O
efficacious;O;O
,;O;O
a;O;O
second;O;O
study;O;O
by;O;O
the;O;O
same;O;O
group;O;O
did;O;O
not;O;O
confirm;O;O
the;O;O
significant;O;O
findings;O;O
,;O;O
and;O;O
no;O;O
clear;O;O
,;O;O
reproducible;O;O
pattern;O;O
of;O;O
efficacy;O;O
has;O;O
emerged;O;O
from;O;O
the;O;O
review;O;O
of;O;O
all;O;O
the;O;O
evidence;O;O
.;O;O
DDI-MedLine.d50.s4;;
Similarly;O;O
,;O;O
there;O;O
is;O;O
currently;O;O
little;O;O
adequate;O;O
evidence;O;O
on;O;O
either;O;O
the;O;O
presence;O;O
or;O;O
the;O;O
absence;O;O
of;O;O
serious;O;O
adverse;O;O
reactions;O;O
to;O;O
such;O;O
doses;O;O
of;O;O
ascorbic;B-drug;B-DDI-MedLine.d50.s4.e0
acid;I-drug;I-DDI-MedLine.d50.s4.e0
,;O;O
although;O;O
many;O;O
such;O;O
reactions;O;O
have;O;O
been;O;O
hypothesized;O;O
.;O;O
DDI-MedLine.d50.s5;;
The;O;O
unrestricted;O;O
use;O;O
of;O;O
ascorbic;B-drug;B-DDI-MedLine.d50.s5.e0
acid;I-drug;I-DDI-MedLine.d50.s5.e0
for;O;O
these;O;O
purposes;O;O
can;O;O
not;O;O
be;O;O
advocated;O;O
on;O;O
the;O;O
basis;O;O
of;O;O
the;O;O
evidence;O;O
currently;O;O
available;O;O
.;O;O
DDI-MedLine.d26.s0;;
Optimal;O;O
designs;O;O
for;O;O
the;O;O
individual;O;O
and;O;O
joint;O;O
exposure;O;O
general;O;O
logistic;O;O
regression;O;O
models;O;O
.;O;O

;O;O
DDI-MedLine.d26.s1;;
Interest;O;O
in;O;O
administering;O;O
compounds;O;O
in;O;O
combination;O;O
lies;O;O
both;O;O
in;O;O
enhancing;O;O
efficacious;O;O
effects;O;O
and;O;O
in;O;O
limiting;O;O
adverse;O;O
effects;O;O
.;O;O
DDI-MedLine.d26.s2;;
Although;O;O
much;O;O
statistical;O;O
work;O;O
has;O;O
focused;O;O
on;O;O
developing;O;O
mathematical;O;O
functions;O;O
to;O;O
model;O;O
the;O;O
joint;O;O
dose;O;O
-;O;O
response;O;O
curves;O;O
,;O;O
relatively;O;O
little;O;O
work;O;O
exists;O;O
in;O;O
regard;O;O
to;O;O
designing;O;O
experiments;O;O
for;O;O
assessing;O;O
joint;O;O
action;O;O
.;O;O
DDI-MedLine.d26.s3;;
A;O;O
variety;O;O
of;O;O
parametric;O;O
dose;O;O
-;O;O
response;O;O
models;O;O
based;O;O
on;O;O
either;O;O
the;O;O
normal;O;O
or;O;O
logistic;O;O
probability;O;O
distribution;O;O
have;O;O
been;O;O
proposed;O;O
in;O;O
the;O;O
literature;O;O
.;O;O
DDI-MedLine.d26.s4;;
These;O;O
models;O;O
are;O;O
typically;O;O
nonlinear;O;O
in;O;O
the;O;O
parameters;O;O
,;O;O
and;O;O
as;O;O
such;O;O
,;O;O
a;O;O
nonlinear;O;O
weighted;O;O
least;O;O
squares;O;O
approach;O;O
can;O;O
be;O;O
employed;O;O
for;O;O
the;O;O
purpose;O;O
of;O;O
designing;O;O
experiments;O;O
.;O;O
DDI-MedLine.d26.s5;;
The;O;O
approach;O;O
is;O;O
applicable;O;O
across;O;O
a;O;O
wide;O;O
variety;O;O
of;O;O
settings;O;O
commonly;O;O
associated;O;O
with;O;O
joint;O;O
action;O;O
data;O;O
,;O;O
including;O;O
continuous;O;O
and;O;O
discrete;O;O
responses;O;O
,;O;O
alternative;O;O
error;O;O
structures;O;O
,;O;O
and;O;O
nonzero;O;O
background;O;O
response;O;O
.;O;O
DDI-MedLine.d26.s6;;
Further;O;O
,;O;O
designs;O;O
can;O;O
be;O;O
expressed;O;O
in;O;O
terms;O;O
of;O;O
proportionate;O;O
responses;O;O
associated;O;O
with;O;O
the;O;O
individual;O;O
compounds;O;O
rather;O;O
than;O;O
dose;O;O
levels;O;O
,;O;O
thereby;O;O
providing;O;O
for;O;O
results;O;O
that;O;O
are;O;O
applicable;O;O
across;O;O
compounds;O;O
.;O;O
DDI-MedLine.d26.s7;;
As;O;O
a;O;O
precursor;O;O
to;O;O
this;O;O
effort;O;O
,;O;O
optimal;O;O
and;O;O
minimal;O;O
experimental;O;O
designs;O;O
for;O;O
the;O;O
case;O;O
in;O;O
which;O;O
a;O;O
single;O;O
compound;O;O
is;O;O
administered;O;O
have;O;O
also;O;O
been;O;O
developed;O;O
.;O;O
DDI-MedLine.d26.s8;;
Although;O;O
the;O;O
proposed;O;O
methodology;O;O
for;O;O
deriving;O;O
experimental;O;O
designs;O;O
can;O;O
be;O;O
applied;O;O
to;O;O
any;O;O
nonlinear;O;O
regression;O;O
model;O;O
,;O;O
primary;O;O
focus;O;O
is;O;O
given;O;O
to;O;O
the;O;O
additive;O;O
and;O;O
nonadditive;O;O
independent;O;O
joint;O;O
action;O;O
(;O;O
IJA;O;O
);O;O
models;O;O
for;O;O
individual;O;O
and;O;O
combined;O;O
exposures;O;O
proposed;O;O
by;O;O
Barton;O;O
,;O;O
Braunberg;O;O
,;O;O
and;O;O
Friedman;O;O
(;O;O
1;O;O
);O;O
.;O;O
DDI-MedLine.d69.s0;;
Differential;O;O
regulation;O;O
of;O;O
tyrosine;O;O
phosphorylation;O;O
in;O;O
tumor;O;O
cells;O;O
by;O;O
contortrostatin;B-drug_n;B-DDI-MedLine.d69.s0.e0
,;O;O
a;O;O
homodimeric;O;O
disintegrin;O;O
,;O;O
and;O;O
monomeric;O;O
disintegrins;O;O
echistatin;B-drug_n;B-DDI-MedLine.d69.s0.e1
and;O;O
flavoridin;B-drug_n;B-DDI-MedLine.d69.s0.e2
.;O;O
DDI-MedLine.d69.s1;;
The;O;O
homodimeric;O;O
disintegrin;O;O
contortrostatin;B-drug_n;B-DDI-MedLine.d69.s1.e0
was;O;O
compared;O;O
directly;O;O
to;O;O
the;O;O
monomeric;O;O
disintegrins;O;O
echistatin;B-drug_n;B-DDI-MedLine.d69.s1.e1
and;O;O
flavoridin;B-drug_n;B-DDI-MedLine.d69.s1.e2
for;O;O
the;O;O
ability;O;O
to;O;O
affect;O;O
protein;O;O
tyrosine;O;O
phosphorylation;O;O
in;O;O
tumor;O;O
cells;O;O
.;O;O
DDI-MedLine.d69.s2;;
It;O;O
was;O;O
observed;O;O
that;O;O
contortrostatin;B-drug_n;B-DDI-MedLine.d69.s2.e0
had;O;O
a;O;O
dramatic;O;O
effect;O;O
on;O;O
the;O;O
tyrosine;O;O
phosphorylation;O;O
status;O;O
of;O;O
several;O;O
proteins;O;O
in;O;O
T24;O;O
human;O;O
bladder;O;O
cancer;O;O
cells;O;O
,;O;O
including;O;O
robust;O;O
induction;O;O
of;O;O
phosphorylation;O;O
of;O;O
proteins;O;O
in;O;O
the;O;O
range;O;O
of;O;O
120;O;O
-;O;O
140;O;O
kDa;O;O
.;O;O
DDI-MedLine.d69.s3;;
Echistatin;B-drug_n;B-DDI-MedLine.d69.s3.e0
alone;O;O
had;O;O
no;O;O
effect;O;O
on;O;O
tyrosine;O;O
phosphorylation;O;O
in;O;O
T24;O;O
cells;O;O
,;O;O
but;O;O
dose;O;O
-;O;O
dependently;O;O
inhibits;O;O
the;O;O
effects;O;O
of;O;O
contortrostatin;B-drug_n;B-DDI-MedLine.d69.s3.e1
when;O;O
both;O;O
are;O;O
added;O;O
simultaneously;O;O
.;O;O
DDI-MedLine.d69.s4;;
Among;O;O
the;O;O
proteins;O;O
that;O;O
undergo;O;O
tyrosine;O;O
phosphorylation;O;O
in;O;O
response;O;O
to;O;O
contortrostatin;B-drug_n;B-DDI-MedLine.d69.s4.e0
treatment;O;O
is;O;O
CAS;O;O
,;O;O
a;O;O
130;O;O
kDa;O;O
adapter;O;O
protein;O;O
involved;O;O
in;O;O
integrin;O;O
signaling;O;O
.;O;O
DDI-MedLine.d69.s5;;
Flavoridin;B-drug_n;B-DDI-MedLine.d69.s5.e0
alone;O;O
was;O;O
found;O;O
to;O;O
have;O;O
no;O;O
effect;O;O
on;O;O
CAS;O;O
,;O;O
but;O;O
can;O;O
completely;O;O
block;O;O
contortrostatin;B-drug_n;B-DDI-MedLine.d69.s5.e1
-;O;O
induced;O;O
phosphorylation;O;O
of;O;O
this;O;O
protein;O;O
in;O;O
MDA;O;O
-;O;O
MB;O;O
-;O;O
435;O;O
cells;O;O
.;O;O
DDI-MedLine.d69.s6;;
These;O;O
observations;O;O
strongly;O;O
suggest;O;O
that;O;O
the;O;O
homodimeric;O;O
structure;O;O
of;O;O
contortrostatin;B-drug_n;B-DDI-MedLine.d69.s6.e0
functionally;O;O
distinguishes;O;O
it;O;O
from;O;O
other;O;O
monomeric;O;O
members;O;O
of;O;O
the;O;O
disintegrin;O;O
family;O;O
.;O;O
DDI-MedLine.d48.s0;;
Modification;O;O
of;O;O
surface;O;O
histidine;O;O
residues;O;O
abolishes;O;O
the;O;O
cytotoxic;O;O
activity;O;O
of;O;O
Clostridium;B-drug_n;B-DDI-MedLine.d48.s0.e0
difficile;I-drug_n;I-DDI-MedLine.d48.s0.e0
toxin;I-drug_n;I-DDI-MedLine.d48.s0.e0
A.;I-drug_n;I-DDI-MedLine.d48.s0.e0
DDI-MedLine.d48.s1;;
Clostridium;I-drug_n;I-DDI-MedLine.d48.s1.e0
difficile;I-drug_n;I-DDI-MedLine.d48.s1.e0
toxin;I-drug_n;I-DDI-MedLine.d48.s1.e0
A;I-drug_n;I-DDI-MedLine.d48.s1.e0
displays;O;O
both;O;O
cytotoxic;O;O
and;O;O
enterotoxic;O;O
activities;O;O
.;O;O
DDI-MedLine.d48.s2;;
It;O;O
has;O;O
recently;O;O
been;O;O
demonstrated;O;O
that;O;O
toxin;B-drug_n;B-DDI-MedLine.d48.s2.e0
A;I-drug_n;I-DDI-MedLine.d48.s2.e0
exerts;O;O
its;O;O
cytotoxic;O;O
effect;O;O
by;O;O
the;O;O
glucosylation;O;O
of;O;O
the;O;O
small;O;O
GTP;O;O
-;O;O
binding;O;O
proteins;O;O
of;O;O
the;O;O
Rho;O;O
family;O;O
.;O;O
DDI-MedLine.d48.s3;;
Diethyl;B-drug_n;B-DDI-MedLine.d48.s3.e0
pyrocarbonate;I-drug_n;I-DDI-MedLine.d48.s3.e0
,;O;O
at;O;O
pH;O;O
7.0;O;O
,;O;O
was;O;O
used;O;O
to;O;O
chemically;O;O
modify;O;O
exposed;O;O
histidine;O;O
residues;O;O
on;O;O
toxin;B-drug_n;B-DDI-MedLine.d48.s3.e1
A.;I-drug_n;I-DDI-MedLine.d48.s3.e1
DDI-MedLine.d48.s4;;
Modification;O;O
of;O;O
toxin;B-drug_n;B-DDI-MedLine.d48.s4.e0
